公司名称,公司链接,上班地址,行政区,发布时间,学历,月薪,经验,招聘人数,城市,职业名,公司类型,公司总人数
河北博影云一科技有限公司,http://company.zhaopin.com/CZ844215180.htm,和平路与胜利大街交口明日郡商务楼,,2019-04-29 13:27:34,大专,4.5千-9千,3-5年,2,石家庄,市场营销,,全部
河北觉尔信息咨询有限公司,http://company.zhaopin.com/CZ664763330.htm,裕华区万达广场,,2019-04-29 13:25:57,不限,8千-1万,1-3年,2,石家庄,亚马逊阿里国际运营,互联网/电子商务,20-99人
河北觉尔信息咨询有限公司,http://company.zhaopin.com/CZ664763330.htm,裕华区万达广场,,2019-04-29 13:24:12,不限,8千-1万,1-3年,2,石家庄,海外运营,互联网/电子商务,20-99人
石家庄市栾城区新东方烹饪职业技能培训学校有限公司,http://company.zhaopin.com/CZ831087530.htm,石家庄市裕华区建强路9号商务楼4楼,,2019-04-29 13:20:38,大专,4千-6千,1年以下,2,石家庄,竞价推广,"教育/培训/院校,教育/培训/院校",100-499人
河北润江投资集团有限公司,http://special.zhaopin.com/2018/sjz/11296/hbrz050950,石家庄市开发区祁连街95号慧谷大厦,,2019-04-29 13:14:47,本科,6千-8千,5-10年,1,石家庄,招聘经理,房地产/建筑/建材/工程,500-999人
石家庄市栾城区新东方烹饪职业技能培训学校有限公司,http://company.zhaopin.com/CZ831087530.htm,石家庄市栾城区张举路43号,,2019-04-29 13:12:49,大专,4千-6千,1-3年,1,石家庄,新媒体运营,"教育/培训/院校,教育/培训/院校",100-499人
石家庄市圣方工贸有限责任公司,http://special.zhaopin.com/pagepublish/18064622/index.html,石家庄广安大街美东国际C座2502室,长安区,2019-04-29 13:14:18,大专,3千-4千,1-3年,1,石家庄,货品内勤,"零售/批发,耐用消费品（服饰/纺织/皮革/家具/家电）,礼品/玩具/工艺美术/收藏品/奢侈品",100-499人
石家庄齐荣堂商贸有限公司,http://company.zhaopin.com/CZ626856530.htm,裕华区怀特商业广场,,2019-04-29 13:13:49,大专,4千-6千,不限,3,石家庄,实习交易员双休,互联网/电子商务,20-99人
石家庄方天货栈贸易有限公司,http://company.zhaopin.com/CZ827230660.htm,裕华区建设南大街海洋水产市场4排2楼,,2019-04-29 00:51:24,大专,8千-1万,1-3年,2,石家庄,销售经理,"互联网/电子商务,快速消费品（食品/饮料/烟酒/日化）",100-499人
石家庄市栾城区新东方烹饪职业技能培训学校有限公司,http://company.zhaopin.com/CZ831087530.htm,石家庄市栾城区张举路43号,,2019-04-29 13:08:21,大专,4千-6千,1年以下,2,石家庄,竞价推广五险一金,"教育/培训/院校,教育/培训/院校",100-499人
北京薪享宏福教育咨询有限公司,http://company.zhaopin.com/CZ819930900.htm,昌平区北七家镇温度水城火炬广场北街1号西侧4层,,2019-04-29 10:04:31,大专,8千-1万,不限,1,石家庄,大数据实习生,教育/培训/院校,100-499人
河北航天信息技术有限公司,http://special.zhaopin.com/2016/sjz/11093/hbht041572,石家庄新石中路物联网大厦C座,,2019-04-29 13:23:20,本科,4千-6千,3-5年,1,石家庄,QA质量管理工程师,"IT服务(系统/数据/维护),互联网/电子商务,计算机软件",1000-9999人
石家庄正和网络有限公司,http://special.zhaopin.com/pagepublish/44425281/index.html,石家庄高新区长江大道168号天山银河广场C座6F,,2019-04-29 13:02:32,大专,5千-6千,3-5年,1,石家庄,网站优化（主站）,互联网/电子商务,100-499人
深州市安德森边坡防护制品有限公司,http://company.zhaopin.com/CC635094024.htm,河北省石家庄市高新区长久中心写字楼1号楼2单元10层,东开发区,2019-04-29 14:17:11,大专,4千-6千,1-3年,1,石家庄,外贸运营主管,贸易/进出口,20-99人
中物联大数据有限公司,http://company.zhaopin.com/CZ681034330.htm,河北省石家庄市裕华区槐安东路138-2号恒泰国际1111室,裕华区,2019-04-29 10:44:45,大专,6千-8千,1-3年,5,石家庄,java开发工程师,"计算机软件,互联网/电子商务,IT|通信|电子|互联网",100-499人
河北盛典文化传播有限公司,http://special.zhaopin.com/pagepublish/45128873/index.html,建设大街裕华路交口天银大厦19层,,2019-04-29 13:21:11,本科,4千-6千,1-3年,2,石家庄,新媒体专员,"广告/会展/公关,媒体/出版/影视/文化传播",20-99人
河北贝壳房地产经纪有限公司,http://company.zhaopin.com/CZ815420790.htm,勒泰中心写字楼B座27层,,2019-04-29 12:27:27,不限,6千-1万,不限,1,石家庄,贝壳/链家 底薪3000+高提成,"房地产/建筑/建材/工程,互联网/电子商务,房地产/建筑/建材/工程,广告/会展/公关",10000人以上
石家庄厚德房地产开发有限公司,http://special.zhaopin.com/pagepublish/29648688/index.html,石家庄市鹿泉区获鹿镇北斗路与翠屏大街交叉口西行200米（丽枫酒店）4层,鹿泉区,2019-04-29 00:50:18,大专,8千-1.2万,5-10年,1,石家庄,成本经理,房地产/建筑/建材/工程,100-499人
石家庄笑果商贸有限公司,http://company.zhaopin.com/CZ834114890.htm,建设大街东风路金正君庭B座1022室,,2019-04-29 09:28:00,大专,2千-4千,1年以下,1,石家庄,淘宝天猫运营助理,互联网/电子商务,20-99人
中物联大数据有限公司,http://company.zhaopin.com/CZ681034330.htm,河北省石家庄市裕华区槐安东路138-2号恒泰国际1111室,裕华区,2019-04-29 10:44:45,大专,6千-8千,3-5年,6,石家庄,中级Java软件开发工程师,"计算机软件,互联网/电子商务,IT|通信|电子|互联网",100-499人
石家庄市兴海塑料印刷包装制品有限公司,http://special.zhaopin.com/pagepublish/64814142/index.html,石家庄市经济技术开发区太行大街和东南干道交叉口东行200米右转大唐电信后面,东开发区,2019-04-29 00:52:03,大专,4千-6千,3-5年,1,石家庄,人事部副经理,"印刷/包装/造纸,加工制造（原料加工/模具）",100-499人
广州易和医疗技术开发有限公司,http://company.zhaopin.com/CZ691399120.htm,广州市黄埔区开源大道188号13栋,桥东区,2019-04-29 07:23:27,不限,8千-1万,5-10年,1,石家庄,营销总监（全国）,医疗设备/器械,100-499人
石家庄萨奇进出口贸易有限公司,http://company.zhaopin.com/CZ630164420.htm,荣鼎天下A-0803,新华区,2019-04-29 11:43:27,大专,3千-6千,1-3年,1,石家庄,阿里运营主管 双休+五险,贸易/进出口,20-99人
游民星空,http://company.zhaopin.com/CZ563534020.htm,石家庄市勒泰中心B座11层,长安区,2019-04-29 11:40:24,本科,5千-1万,3-5年,1,石家庄,社群运营经理,"媒体/出版/影视/文化传播,互联网/电子商务",100-499人
河北海航认证有限公司,http://company.zhaopin.com/CZ482364830.htm,石家庄新华区中华大街柏林南路铂领商务,,2019-04-29 13:16:49,本科,5千-8千,3-5年,1,石家庄,市场经理,"检验/检测/认证,交通/运输",20-99人
石家庄和济医药科技有限公司,http://company.zhaopin.com/CZ538476880.htm,河北省石家庄市裕华区赵卜口新村18-1-1701室,,2019-04-29 00:52:40,大专,4千-6千,1-3年,2,石家庄,产品经理助理,医药/生物工程,20-99人
石家庄杰安达电力器具有限公司,http://company.zhaopin.com/CZ461991180.htm,新华区西三庄街与翔翼路交口河北互联网大厦B座1315室,新华区,2019-04-29 11:22:11,不限,4千-6千,不限,2,石家庄,诚聘淘宝阿里巴巴运营（有经验者）,"互联网/电子商务,电气/电力/水利,贸易/进出口",20-99人
河北美和美创电子科技有限公司,http://special.zhaopin.com/pagepublish/38859483/index.html,石家庄桥西区中山路勒泰B座45层,,2019-04-29 10:57:07,本科,4千-6千,1-3年,1,石家庄,电商运营,"互联网/电子商务,耐用消费品（服饰/纺织/皮革/家具/家电）",100-499人
上汽荣威华北大区广告运营商,http://company.zhaopin.com/CZ894998010.htm,裕华区西美五洲soho，1207室,,2019-04-29 14:43:51,本科,4千-6千,3-5年,1,石家庄,采购,广告/会展/公关,20-99人
成都拜迪新材料有限公司,http://company.zhaopin.com/CZ459791910.htm,全省范围开展工作,,2019-04-29 10:42:48,大专,8千-1万,3-5年,4,石家庄,省区经理,石油/石化/化工,20-99人
石家庄长江心理精神医院,http://company.zhaopin.com/CZ602233420.htm,胜利北街350号,,2019-04-29 10:41:23,不限,4千-6千,不限,1,石家庄,竞价专员,医疗/护理/美容/保健/卫生服务,100-499人
石家庄三奥医疗器械有限公司,http://company.zhaopin.com/%E7%9F%B3%E5%AE%B6%E5%BA%84%E4%B8%89%E5%A5%A5%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC371530619.htm,石家庄桥西区胜利南大街塔坛国际商贸城10号写字楼,,2019-04-29 11:08:19,不限,8千-1万,1-3年,1,石家庄,京东运营,"互联网/电子商务,计算机软件,医疗设备/器械",20人以下
石家庄市桥西区清美数字媒体职业培训学校,http://special.zhaopin.com/pagepublish/52307912/index.html,石家庄市槐安西路88号卓达中苑商务大厦D座十层整层,桥西区,2019-04-29 13:10:38,大专,4千-7千,1-3年,2,石家庄,高薪急聘网络推广SEM,"教育/培训/院校,媒体/出版/影视/文化传播,计算机软件,互联网/电子商务",100-499人
河北天森药业有限公司,http://company.zhaopin.com/%E6%B2%B3%E5%8C%97%E5%A4%A9%E6%A3%AE%E8%8D%AF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC327170110.htm,石铜路619号,,2019-04-29 09:40:29,大专,4千-8千,1-3年,1,石家庄,电商运营经理,"医药/生物工程,零售/批发",100-499人
河北联搜科技有限公司,http://company.zhaopin.com/CZ506162880.htm,河北省石家庄市长安区广安大街91号世纪方舟B-707,,2019-04-29 09:08:27,中专,6千-8千,3-5年,1,石家庄,招商经理（五险一金）,互联网/电子商务,20-99人
石家庄中诺口腔医院有限公司,http://special.zhaopin.com/pagepublish/83524476/index.html,石家庄市长安区中山东路与阜宁路交口东北角3号1-4层,,2019-04-29 10:04:22,大专,3千-5千,1-3年,5,石家庄,竞价专员   sem ,医疗/护理/美容/保健/卫生服务,100-499人
石家庄凯德医药科技有限公司,http://company.zhaopin.com/CC252005513.htm,石家庄市高新区长江道壹号A座2109,,2019-04-29 13:09:43,不限,2千-4千,不限,5,石家庄,内勤,"医药/生物工程,快速消费品（食品/饮料/烟酒/日化）,医疗设备/器械,互联网/电子商务",20-99人
河北鑫天德文化传播有限公司,http://company.zhaopin.com/CZ623861580.htm,官鲤公寓2号公寓,,2019-04-29 09:28:02,大专,5千-8千,1-3年,2,石家庄,竞价推广,"互联网/电子商务,礼品/玩具/工艺美术/收藏品/奢侈品",20-99人
北京智联弘盛科技发展有限公司,http://company.zhaopin.com/CZ392855780.htm,桥西区海悦天地D座917,桥西区,2019-04-29 13:39:48,本科,5千-6千,3-5年,1,石家庄,市场策划,"计算机软件,仪器仪表及工业自动化",100-499人
石家庄联钛化工有限公司,http://company.zhaopin.com/P2/CC2701/8601/CC270186017.htm,石家庄市槐安东路90号国富大厦,,2019-04-29 13:04:31,本科,6千-8千,5-10年,1,石家庄,财务经理（储备）,"石油/石化/化工,能源/矿产/采掘/冶炼,贸易/进出口",20-99人
河北美和美创电子科技有限公司,http://special.zhaopin.com/pagepublish/38859483/index.html,石家庄桥西区中山路勒泰B座45层,,2019-04-29 10:52:13,本科,6千-8千,1-3年,1,石家庄,运营主管,"互联网/电子商务,耐用消费品（服饰/纺织/皮革/家具/家电）",100-499人
中佳勘察设计有限公司,http://company.zhaopin.com/CZ231093410.htm,石家庄体育大街363号世纪华茂B座19层,裕华区,2019-04-25 08:34:38,本科,1万-2万,不限,1,石家庄,大数据项目总监,"IT服务(系统/数据/维护),房地产/建筑/建材/工程,计算机软件",100-499人
石家庄万网商贸有限公司,http://company.zhaopin.com/CZ376133710.htm,河北省石家庄市裕华区科技大学南边裕翔码头东尹村东尹路81号,,2019-04-29 00:51:32,不限,8千-1万,3-5年,3,石家庄,线上淘宝天猫京东运营总监经理,互联网/电子商务,20-99人
融嘉体育产业石家庄有限公司,http://company.zhaopin.com/CZ845115980.htm,石家庄长安区建华北大街19号 富华大酒店210室,,2019-04-29 09:48:31,大专,4千-6千,1-3年,1,石家庄,体育营销策划,娱乐/体育/休闲,20-99人
河北大管家实业集团有限公司,http://company.zhaopin.com/CZ272701380.htm,建设大街227号盛邦花园1区东区西北角裙楼二楼,,2019-04-29 15:09:15,大专,4千-6千,3-5年,1,石家庄,平台经理,"互联网/电子商务,IT服务(系统/数据/维护),基金/证券/期货/投资",100-499人
石家庄市新华区优加培训学校,http://company.zhaopin.com/CZ821920290.htm,裕华区富强大街槐安路北行300米怀特聚星城二层,,2019-04-29 13:03:25,大专,8千-1.6万,1-3年,10,石家庄,课程顾问,教育/培训/院校,100-499人
石家庄凯德医药科技有限公司,http://company.zhaopin.com/CC252005513.htm,石家庄市高新区长江道壹号A座2109,,2019-04-29 13:11:25,不限,2千-4千,不限,5,石家庄,客服,"医药/生物工程,快速消费品（食品/饮料/烟酒/日化）,医疗设备/器械,互联网/电子商务",20-99人
亿达宠物用品有限公司,http://company.zhaopin.com/%E6%97%A0%E6%9E%81%E5%8E%BF%E4%BA%BF%E8%BE%BE%E5%AE%A0%E7%89%A9%E7%94%A8%E5%93%81%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC472162124.htm,石家庄市裕华区尚东绿洲,,2019-04-29 13:36:38,大专,4千-6千,1-3年,1,石家庄,电商运营,"零售/批发,加工制造（原料加工/模具）,快速消费品（食品/饮料/烟酒/日化）,贸易/进出口",100-499人
河北贝壳房地产经纪有限公司,http://company.zhaopin.com/CZ815420790.htm,勒泰中心写字楼B座27层,,2019-04-29 08:20:30,不限,5千-1万,不限,1,石家庄,【名企】销售 房产中介  置业顾问,"房地产/建筑/建材/工程,互联网/电子商务,房地产/建筑/建材/工程,广告/会展/公关",10000人以上
安阳中智药业有限责任公司,http://company.zhaopin.com/P9/CC1319/3198/CC131931987.htm,银河广场,东开发区,2019-04-29 13:17:49,大专,1万-1.5万,3-5年,5,石家庄,市场督导经理,医药/生物工程,100-499人
瑞庭网络技术(上海)有限公司石家庄分公司,http://company.zhaopin.com/CZ365861510.htm,石家庄长安区东大街开元金融中心（希尔顿酒店）18层,,2019-04-29 09:26:55,不限,1万-1.5万,不限,1,石家庄,企管家-北部大区运营经理(J11561),"互联网/电子商务,计算机软件",10000人以上
河北鑫天德文化传播有限公司,http://company.zhaopin.com/CZ623861580.htm,中山路与广安大街交口北行100米,,2019-04-29 09:28:09,大专,5千-8千,1-3年,5,石家庄,sem竞价推广,"互联网/电子商务,礼品/玩具/工艺美术/收藏品/奢侈品",20-99人
石家庄君海润进出口有限公司,http://special.zhaopin.com/pagepublish/36529831/index.html,石家庄市裕华区怀特文化广场3号馆,,2019-04-29 10:03:40,大专,2千-4千,不限,5,石家庄,电商专员,"贸易/进出口,房地产/建筑/建材/工程,大型设备/机电设备/重工业,环保",20-99人
南宫市森美毛毡工艺制品有限公司,http://company.zhaopin.com/CZ830693280.htm,万达住宅B1南区槐岭路110-111号石家庄市万达b13——2——802,裕华区,2019-04-29 09:27:02,大专,4千-6千,1-3年,2,石家庄,诚招阿里巴巴网站运营,"贸易/进出口,贸易/进出口,加工制造（原料加工/模具）",20人以下
华安生物药业集团,http://special.zhaopin.com/sjz/2013/hasw051030,桥西区卓达中苑商务大厦D座,,2019-04-29 13:11:12,大专,5千-8千,3-5年,1,石家庄,客服经理,"医药/生物工程,医疗/护理/美容/保健/卫生服务,医疗设备/器械",100-499人
河北金能电力科技股份有限公司,http://special.zhaopin.com/pagepublish/39460172/index.html,高新区黄河大道与祁连街慧谷大厦5号楼B座10层,,2019-04-29 10:09:01,大专,6千-9千,1-3年,1,石家庄,高提成 竞价师 优化推广  sem 五险  包住,"电气/电力/水利,互联网/电子商务,大型设备/机电设备/重工业",100-499人
河北立多生物科技有限公司,http://company.zhaopin.com/CC688623221.htm,河北省石家庄市祁连街88号盛和广场E座501室,,2019-04-29 08:37:44,大专,4千-6千,3-5年,1,石家庄,电商运营经理,"快速消费品（食品/饮料/烟酒/日化）,快速消费品（食品/饮料/烟酒/日化）,医药/生物工程",100-499人
石家庄智推科技有限公司,http://special.zhaopin.com/pagepublish/83926384/index.html,裕华区槐安东路105号怀特商业广场写字楼D座8楼,,2019-04-29 09:07:37,大专,3千-4千,不限,3,石家庄,信息审核员,互联网/电子商务,100-499人
河北佰正文化传媒有限公司,http://company.zhaopin.com/CZ700564330.htm,建设南大街235号附近建设南大街石栾路交口北行100米路东，金如意商务，11楼西侧,,2019-04-29 07:37:12,大专,6千-8千,3-5年,1,石家庄,新媒体运营,教育/培训/院校,20-99人
河北秦川文体乐器有限公司,http://special.zhaopin.com/2017/sjz/11217/hbqc042182,石家庄市建设北大街38号（北国商城北行200米路西）,长安区,2019-04-24 08:53:19,大专,3千-5千,1-3年,1,石家庄,数据统计,"教育/培训/院校,教育/培训/院校,媒体/出版/影视/文化传播",100-499人
河北意尔康,http://special.zhaopin.com/pagepublish/37725451/index.html,石家庄市桥东区石正路24号华北鞋城商务楼4楼,长安区,2019-04-29 09:09:47,不限,3千-6千,不限,2,石家庄,意尔康商品专员（华北鞋城）,耐用消费品（服饰/纺织/皮革/家具/家电）,500-999人
河北佰正文化传媒有限公司,http://company.zhaopin.com/CZ700564330.htm,建设南大街235号附近建设南大街石栾路交口北行100米路东，金如意商务，11楼西侧,,2019-04-29 07:37:08,不限,2千-4千,不限,1,石家庄,人事专员,教育/培训/院校,20-99人
北京有爱时代科技有限公司,http://company.zhaopin.com/CZ650137330.htm,石家庄裕华区万达广场写字楼B座2401-2412,,2019-04-29 10:05:53,大专,3千-6千,1-3年,2,石家庄,活动策划专员,互联网/电子商务,20-99人
中国勒泰商业地产集团,http://company.zhaopin.com/CZ579581520.htm,长安区中山东路39号勒泰B座写字楼8楼,,2019-04-26 10:04:26,本科,1万-2万,3-5年,1,石家庄,商管事业部大数据经理,"房地产/建筑/建材/工程,物业管理/商业中心",1000-9999人
深圳万乘联合投资有限公司石家庄分公司,http://special.zhaopin.com/pagepublish/53733412/index.html,建华南大街裕华东路133号方北大厦A座20层,,2019-04-29 09:32:56,大专,6千-8千,1-3年,5,石家庄,电话销售/催收专员,基金/证券/期货/投资,500-999人
石家庄智推科技有限公司,http://special.zhaopin.com/pagepublish/83926384/index.html,裕华区槐安东路105号怀特商业广场写字楼D座8楼,,2019-04-29 09:07:37,大专,4千-6千,不限,10,石家庄,信息流运营顾问,互联网/电子商务,100-499人
河北挚邻美居房地产经纪有限公司,http://company.zhaopin.com/CZ817677620.htm,长安区平安大街和平路交叉口东胜商务广场,长安区,2019-04-29 00:52:35,大专,4千-6千,1-3年,1,石家庄,板块运营人员,"互联网/电子商务,房地产/建筑/建材/工程",500-999人
平安普惠企业管理有限公司河北分公司,http://company.zhaopin.com/CZ385330680.htm,石家庄市乐汇城写字楼C座7楼,,2019-04-29 14:37:01,本科,4千-6千,1-3年,1,石家庄,1721GY-业务管理岗,"专业服务/咨询(财会/法律/人力资源等),信托/担保/拍卖/典当,基金/证券/期货/投资,保险",1000-9999人
亿达宠物用品有限公司,http://company.zhaopin.com/%E6%97%A0%E6%9E%81%E5%8E%BF%E4%BA%BF%E8%BE%BE%E5%AE%A0%E7%89%A9%E7%94%A8%E5%93%81%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC472162124.htm,石家庄市裕华区尚东绿洲,,2019-04-29 13:36:23,大专,4千-6千,1-3年,1,石家庄,天猫运营,"零售/批发,加工制造（原料加工/模具）,快速消费品（食品/饮料/烟酒/日化）,贸易/进出口",100-499人
石家庄百盛中兴商贸有限公司,http://company.zhaopin.com/CZ361824813.htm,外贸街15号,,2019-04-29 08:34:08,大专,6千-8千,1-3年,1,石家庄,公司培训师（技能输送）,耐用消费品（服饰/纺织/皮革/家具/家电）,100-499人
石家庄百盛中兴商贸有限公司,http://company.zhaopin.com/CZ361824813.htm,外贸街15号,,2019-04-29 08:34:08,不限,4千-6千,1-3年,5,石家庄,督导,耐用消费品（服饰/纺织/皮革/家具/家电）,100-499人
石家庄尚睫进出口贸易有限公司,http://company.zhaopin.com/CC589143427.htm,天山科技园,东开发区,2019-04-29 00:50:27,大专,4千-6千,1-3年,3,石家庄,阿里巴巴国际站运营&外贸业务,"贸易/进出口,医疗/护理/美容/保健/卫生服务",20-99人
石家庄百盛中兴商贸有限公司,http://company.zhaopin.com/CZ361824813.htm,外贸街15号,,2019-04-29 08:34:08,大专,8千-1万,1-3年,2,石家庄,加盟商渠道总监助理（运筹帷幄）,耐用消费品（服饰/纺织/皮革/家具/家电）,100-499人
北京资采信息技术有限公司,http://company.zhaopin.com/CC327037487.htm,高新技术开发区昆仑大街69号,桥西区,2019-04-22 15:12:46,本科,6千-1万,3-5年,2,石家庄,BI分析师【河北电信】,"IT服务(系统/数据/维护),通信/电信运营、增值服务,互联网/电子商务,广告/会展/公关",20-99人
安阳中智药业有限责任公司,http://company.zhaopin.com/P9/CC1319/3198/CC131931987.htm,银河广场,东开发区,2019-04-29 13:22:22,大专,6千-8千,3-5年,5,石家庄,医药销售,医药/生物工程,100-499人
河北沁芳康健软件科技有限公司,http://company.zhaopin.com/CC380113183.htm,河北省石家庄市新华区中华北大街与市庄路交口东南角，河北沁芳康健健康管理机构三楼,新华区,2019-04-28 09:02:38,本科,8千-1万,3-5年,1,石家庄,数据主管 双休,"计算机软件,通信/电信运营、增值服务,互联网/电子商务,IT服务(系统/数据/维护)",100-499人
北京智慧星光信息技术有限公司,http://company.zhaopin.com/%E5%8C%97%E4%BA%AC%E6%99%BA%E6%85%A7%E6%98%9F%E5%85%89%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC467352913.htm,石家庄市桥西区新石中路377号物联网大厦C座1616,桥西区,2019-04-23 16:42:29,大专,4千-8千,3-5年,5,石家庄,舆情分析师,"IT服务(系统/数据/维护),互联网/电子商务,计算机软件",500-999人
石家庄深海之澜企业管理有限公司,http://special.zhaopin.com/pagepublish/42716348/index.html,新华路商务广场A座十楼,,2019-04-29 13:01:12,大专,4千-6千,3-5年,2,石家庄,商品专员,"零售/批发,耐用消费品（服饰/纺织/皮革/家具/家电）",20-99人
石家庄君乐宝乳业有限公司,http://special.zhaopin.com/2016/sjz/sjzj030139,石家庄市鹿泉市石铜路36号,,2019-04-29 10:34:08,硕士,1.5万-2万,5-10年,1,石家庄,战略分析师,"快速消费品（食品/饮料/烟酒/日化）,快速消费品（食品/饮料/烟酒/日化）",1000-9999人
河北嘉恒汇业信息咨询有限公司,http://company.zhaopin.com/CZ859060280.htm,裕华区鑫科国际广场C座1902,,2019-04-29 10:28:09,不限,1万-1.5万,不限,5,石家庄,金融投资理财顾问,"基金/证券/期货/投资,基金/证券/期货/投资",100-499人
抖影传媒(北京)有限公司,http://company.zhaopin.com/CZ857164780.htm,桥西区塔谈国际商贸城10号写字楼21楼,,2019-04-29 13:15:39,本科,6千-8千,不限,5,石家庄,文案策划编辑,"文化|传媒|娱乐|体育,房地产|建筑业",20-99人
石家庄三吉食品有限责任公司,http://company.zhaopin.com/CC434476818.htm,裕华区,裕华区,2019-04-29 08:43:11,本科,4千-6千,1-3年,1,石家庄,天猫/淘宝/及其它细分电商渠道运营,"快速消费品（食品/饮料/烟酒/日化）,互联网/电子商务,零售/批发,贸易/进出口",20人以下
河北易之行网络科技有限公司,http://company.zhaopin.com/CZ510172580.htm,裕华区槐安东路152号金源商务广场B座802室,,2019-04-29 10:36:51,本科,8千-1.5万,3-5年,1,石家庄,网络运营经理,"银行,汽车/摩托车",1000-9999人
河北神玥软件科技股份有限公司,http://special.zhaopin.com/pagepublish/57070172/index.html,鹿泉经济开发区御园路39号,,2019-04-28 17:02:04,本科,8千-1.5万,1-3年,1,石家庄,数据工程师,计算机软件,100-499人
石家庄壹切信息咨询有限公司,http://company.zhaopin.com/CZ186653920.htm,河北省石家庄市桥西区维明南大街266号恒大商业广场4-1-808/809,,2019-04-29 13:42:03,不限,2千-4千,不限,10,石家庄,数据录入员,"专业服务/咨询(财会/法律/人力资源等),广告/会展/公关,学术/科研,IT服务(系统/数据/维护)",20-99人
北京中能联合工程技术有限公司石家庄分公司,http://company.zhaopin.com/CZ402799710.htm,石家庄裕华区怀特商业广场A座15楼1501,,2019-04-29 09:03:50,本科,8千-1万,3-5年,1,石家庄,平台运营总监/经理,"专业服务/咨询(财会/法律/人力资源等),石油/石化/化工,能源/矿产/采掘/冶炼,互联网/电子商务",100-499人
河北环海检测科技有限公司,http://company.zhaopin.com/CZ409787430.htm,高新区方亿科技园A区1号楼4层02、03厂房,东开发区,2019-04-29 08:42:56,大专,5千-1万,1-3年,3,石家庄,急聘环境检测业务员,"环保,环保,检验/检测/认证",20-99人
石家庄市安普医疗器械销售有限公司,http://company.zhaopin.com/CZ652966420.htm,高新区珠江大道祁连街交叉口长九中心A座1号楼1单元501,,2019-04-29 12:40:14,不限,4千-6千,1-3年,2,石家庄,京东天猫运营主管,医疗设备/器械,20-99人
广州小鹏汽车科技有限公司,http://company.zhaopin.com/CZ405839980.htm,小鹏汽车,,2019-04-29 13:09:44,大专,1万-2万,1-3年,1,石家庄,销售主管（石家庄）,"汽车/摩托车,互联网/电子商务",1000-9999人
河北冀企之家信息科技有限公司,http://company.zhaopin.com/CZ665979430.htm,中华大街工农路交口东行500米路南（鹿泉分公司）,,2019-04-29 14:27:00,大专,4千-6千,1-3年,5,石家庄,运营专员,互联网/电子商务,100-499人
石药控股集团有限公司,http://company.zhaopin.com/CZ380673480.htm,石家庄,,2019-04-27 10:57:05,本科,4千-6千,1-3年,999,石家庄,恩必普药业数据运营专员(J11714),"医药/生物工程,基金/证券/期货/投资,物流/仓储,房地产/建筑/建材/工程",10000人以上
北京资采信息技术有限公司,http://company.zhaopin.com/CC327037487.htm,高新技术开发区昆仑大街69号,桥西区,2019-04-22 15:13:07,本科,6千-1万,1-3年,2,石家庄,数据挖掘工程师【河北电信】,"IT服务(系统/数据/维护),通信/电信运营、增值服务,互联网/电子商务,广告/会展/公关",20-99人
安阳中智药业有限责任公司,http://company.zhaopin.com/P9/CC1319/3198/CC131931987.htm,银河广场,东开发区,2019-04-29 13:03:24,大专,6千-8千,3-5年,5,石家庄,医药销售主管,医药/生物工程,100-499人
河北奥梵文化传媒有限公司,http://company.zhaopin.com/CZ653414420.htm,高新区湘江道319号天山科技园7号楼1单元501,,2019-04-29 13:45:03,不限,8千-1万,1-3年,2,石家庄,短视频运营,媒体/出版/影视/文化传播,20-99人
河北奥梵文化传媒有限公司,http://company.zhaopin.com/CZ653414420.htm,高新区湘江道319号天山科技园7号楼1单元501,,2019-04-29 13:30:54,不限,1万-1.5万,1-3年,2,石家庄,新媒体运营,媒体/出版/影视/文化传播,20-99人
河北宏鹏金融服务外包有限公司,http://company.zhaopin.com/CZ551360080.htm,河北省石家庄市新华区荣鼎天下商务楼,新华区,2019-04-29 13:07:45,大专,4千-6千,3-5年,1,石家庄,记账会计,"租赁服务,外包服务",100-499人
南京麦思伦信息科技有限公司,http://company.zhaopin.com/CC477894931.htm,河北石家庄,,2019-04-29 13:22:44,本科,8千-1.5万,3-5年,1,石家庄,java工程师（石家庄）,计算机软件,100-499人
石家庄氐宿企业管理咨询有限公司,http://special.zhaopin.com/pagepublish/62759702/index.html,长安区胜利北街3号嘉艺大厦（冀兴商城）,,2019-04-29 08:44:20,大专,6千-8千,1-3年,1,石家庄,数据建模工程师,"银行,专业服务/咨询(财会/法律/人力资源等),外包服务",100-499人
小股科技股份有限公司,http://special.zhaopin.com/pagepublish/52258488/index.html,石家庄市开发区天山大街和黄河大道交口澳怡大厦12F,裕华区,2019-04-29 10:31:58,大专,4千-8千,1-3年,3,石家庄,商品运营,互联网/电子商务,20-99人
